"PERF_COF","PERF_FAST_ABOD","PERF_INFLO","PERF_KDEOS","PERF_KNN","PERF_KNNW","PERF_LDF","PERF_LDOF","PERF_LOF","PERF_LOOP","PERF_ODIN","PERF_SIMLOF"
0.721738261738262,0.778321678321678,0.602091242091242,0.586979686979687,0.754252414252414,0.764109224109224,0.686380286380286,0.6602331002331,0.68010656010656,0.66011322011322,0.648558108558109,0.667952047952048
0.692417582417583,0.777262737262737,0.57041625041625,0.61002997002997,0.749077589077589,0.763682983682984,0.642810522810523,0.678061938061938,0.66004662004662,0.681038961038961,0.655204795204795,0.681038961038961
0.700759240759241,0.757868797868798,0.565551115551116,0.617662337662338,0.740805860805861,0.754938394938395,0.685054945054945,0.656243756243756,0.676217116217116,0.662457542457542,0.642304362304362,0.669017649017649
0.68955044955045,0.762983682983683,0.512114552114552,0.653852813852814,0.726200466200466,0.751195471195471,0.611082251082251,0.65992673992674,0.653599733599734,0.664708624708625,0.665084915084915,0.664975024975025
0.678095238095238,0.774099234099234,0.572733932733933,0.574831834831835,0.762564102564102,0.77007659007659,0.68947718947719,0.655944055944056,0.66990342990343,0.654265734265734,0.615131535131535,0.656996336996337
0.678934398934399,0.76949716949717,0.584382284382284,0.6002664002664,0.758601398601399,0.77035631035631,0.655684315684316,0.658448218448218,0.664368964368964,0.665667665667666,0.634975024975025,0.662377622377622
0.723343323343323,0.722304362304362,0.603263403263403,0.595511155511156,0.722384282384282,0.72956376956377,0.728318348318348,0.660745920745921,0.702337662337662,0.658508158508158,0.642007992007992,0.665707625707626
0.715687645687646,0.708598068598069,0.558011988011988,0.591974691974692,0.764455544455545,0.764069264069264,0.702057942057942,0.618501498501498,0.691934731934732,0.633962703962704,0.655534465534466,0.633819513819514
0.739267399267399,0.787092907092907,0.63024975024975,0.644635364635365,0.764202464202464,0.776683316683317,0.722530802530802,0.694398934398934,0.72015318015318,0.704179154179154,0.684145854145854,0.704482184482184
0.688857808857809,0.783643023643024,0.594638694638695,0.66030636030636,0.751728271728272,0.765387945387945,0.63979353979354,0.697236097236097,0.68010656010656,0.691971361971362,0.682534132534132,0.695837495837496
0.82951048951049,0.803143523143523,0.697522477522478,0.683243423243423,0.793346653346653,0.807399267399267,0.798921078921079,0.765900765900766,0.806140526140526,0.773213453213453,0.765284715284715,0.789124209124209
0.756163836163836,0.795617715617716,0.668404928404928,0.711368631368631,0.790909090909091,0.807199467199467,0.702470862470862,0.77026973026973,0.764708624708625,0.775704295704296,0.77057609057609,0.773499833499833
0.715218115218115,0.80959706959707,0.62987678987679,0.612460872460872,0.784175824175824,0.794412254412254,0.705374625374625,0.682331002331002,0.695830835830836,0.693423243423243,0.672490842490842,0.702271062271062
0.702470862470862,0.788384948384948,0.586133866133866,0.651188811188811,0.750855810855811,0.772607392607393,0.598401598401598,0.697076257076257,0.643290043290043,0.694025974025974,0.661305361305361,0.70065268065268
0.752094572094572,0.793373293373293,0.617575757575758,0.637902097902098,0.780476190476191,0.794731934731935,0.7406993006993,0.716230436230436,0.73016983016983,0.713266733266733,0.698265068265068,0.727452547452548
0.727678987678988,0.792574092574093,0.613160173160173,0.648271728271728,0.786873126873127,0.804888444888445,0.675411255411255,0.708131868131868,0.708717948717949,0.697309357309357,0.701212121212121,0.709144189144189
0.71022977022977,0.758015318015318,0.573639693639694,0.597116217116217,0.753739593739594,0.760805860805861,0.697489177489177,0.65044289044289,0.678648018648019,0.662137862137862,0.616856476856477,0.668344988344988
0.725497835497836,0.751282051282051,0.553383283383283,0.587692307692308,0.733446553446553,0.751341991341991,0.633646353646353,0.649130869130869,0.652254412254412,0.653746253746254,0.622843822843823,0.651428571428571
0.745008325008325,0.800719280719281,0.636243756243756,0.613872793872794,0.798215118215118,0.805787545787546,0.772074592074592,0.708178488178488,0.748031968031968,0.707352647352647,0.657842157842158,0.713526473526473
0.752733932733933,0.790822510822511,0.597306027306027,0.605980685980686,0.803509823509823,0.812394272394272,0.72985014985015,0.705354645354645,0.742364302364302,0.701595071595072,0.692480852480852,0.707612387612388
0.740702886856733,0.810125771664233,0.640403186557033,0.610266656420503,0.799918030687262,0.808714362560516,0.744944798790953,0.69754604369989,0.728748174902021,0.700491815876431,0.671819206434591,0.712031558185404
0.743226004764466,0.803143010835318,0.622113783652245,0.64295448141602,0.792511334819027,0.806444837214068,0.703491380414457,0.714196060349907,0.730500268961808,0.705865928942852,0.696470196470196,0.717469709777402
0.745718384179923,0.814926099541484,0.612636081866851,0.610486948948488,0.804810574041343,0.813020313020313,0.744176336484029,0.687876226337765,0.724785470939317,0.694981941135787,0.665667665667666,0.707756346217885
0.735829555060324,0.799797638259177,0.600562258254566,0.629442352519276,0.790985937139783,0.801736724813648,0.687545787545787,0.680007172314865,0.70484131253362,0.683460129613976,0.662703962703962,0.689262020031251
0.701659878582955,0.780258203335126,0.572560772560773,0.563346909500756,0.769166730705192,0.77429749737442,0.712328696944082,0.640382694228848,0.684692230846077,0.64550833781603,0.617283998053229,0.653738569123185
0.713687594456825,0.77423858193089,0.592150157534773,0.591444452982914,0.762509285586209,0.771059709521248,0.670250262557955,0.66286790132944,0.680043033889188,0.658641358641359,0.628960782806937,0.667283998053229
0.74846947923871,0.805376674607444,0.632659648044264,0.59845282922206,0.799705422782346,0.807564230641154,0.758331412177566,0.701782832552063,0.73753938369323,0.702348933118164,0.675843387381849,0.709954148415687
0.749752811291273,0.803542611234919,0.615880273572581,0.627213811829196,0.796967135428674,0.810077102384795,0.690806629268168,0.708637516329824,0.716268347037578,0.706972514664822,0.690691359922129,0.716229923922232
0.725897179743334,0.790942390942391,0.580552780552781,0.588424396116704,0.772504418658265,0.783385844924306,0.712907605215297,0.659568636491713,0.694059786367479,0.667417198186429,0.639160839160839,0.67982017982018
0.719845539076308,0.779441071748764,0.572202156817541,0.607051922436538,0.750835062373524,0.767558082942698,0.628128281974436,0.675811368119061,0.65788570403955,0.674075924075924,0.655037270421886,0.680437511206742
0.710136017828325,0.77221752606368,0.595496810881426,0.597797074720152,0.759753067445375,0.769064269064269,0.710438279669049,0.658684904838751,0.691231845077999,0.658815543430928,0.635505520120905,0.673667358282743
0.712340223878685,0.762696278080893,0.574257793488563,0.609882425267041,0.764676349291734,0.779059402136325,0.657898511744666,0.664737826276288,0.685483747022208,0.658262250569943,0.650213888675427,0.667483798253029
0.774553651476728,0.81130408053485,0.653296703296703,0.675808806578037,0.801877609569917,0.81433182202413,0.767178974871283,0.728338328338329,0.759522528753298,0.731281538973847,0.72038730500269,0.743218320141397
0.742324342324342,0.79731294346679,0.608857808857809,0.664320295089526,0.789365762442686,0.804784958631112,0.668167729706192,0.731335331335331,0.711547426932042,0.719869873716028,0.715853377391839,0.725010886549348
